No.,Title,Release Year,Movie Info,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),License
331,Straight Outta Compton (2015),2015,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",Universal Pictures,"$161,197,785.00","$40,437,206.00","$201,634,991.00",R
332,Die Another Day (2002),2002,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.",Metro-Goldwyn-Mayer (MGM),"$160,942,139.00","$271,028,977.00","$431,971,116.00",PG-13
333,Shark Tale (2004),2004,"When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.",DreamWorks Distribution,"$160,861,908.00","$213,721,971.00","$374,583,879.00",PG
334,How to Train Your Dragon: The Hidden World (2019),2019,"When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",Universal Pictures,"$160,799,505.00","$363,589,578.00","$524,389,083.00",PG
335,No Time to Die (2021),2021,"James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",Metro-Goldwyn-Mayer (MGM),"$160,772,007.00","$613,262,000.00","$774,034,007.00",PG-13
336,A Quiet Place Part II (2020),2020,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path.",Paramount Pictures,"$160,072,261.00","$137,300,000.00","$297,372,261.00",PG-13
337,The Heat (2013),2013,An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.,Twentieth Century Fox,"$159,582,188.00","$70,348,583.00","$229,930,771.00",R
338,Fantastic Beasts: The Crimes of Grindelwald (2018),2018,"The second installment of the ""Fantastic Beasts"" series featuring the adventures of Magizoologist Newt Scamander.",Warner Bros.,"$159,555,901.00","$495,300,000.00","$654,855,901.00",PG-13
339,Halloween (2018),2018,"Laurie Strode confronts her long-time foe Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",Universal Pictures,"$159,342,015.00","$96,272,926.00","$255,614,941.00",R
340,1917 (2019),2019,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Universal Pictures,"$159,227,644.00","$225,691,745.00","$384,919,389.00",R
341,The Secret Life of Pets 2 (2019),2019,"Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.",Universal Pictures,"$158,874,395.00","$271,176,898.00","$430,051,293.00",PG
342,Star Trek Beyond (2016),2016,"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test.",Paramount Pictures,"$158,848,340.00","$184,623,476.00","$343,471,816.00",PG-13
343,The Firm (1993),1993,A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.,Paramount Pictures,"$158,348,367.00","$111,900,000.00","$270,248,367.00",PG
344,The Longest Yard (2005),2005,Prison inmates form a football team to challenge the prison guards.,Paramount Pictures,"$158,119,460.00","$33,347,096.00","$191,466,556.00",PG-13
345,X-Men (2000),2000,"In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.",Twentieth Century Fox,"$157,299,718.00","$139,039,810.00","$296,339,528.00",PG-13
346,Scary Movie (2000),2000,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",Miramax,"$157,019,771.00","$121,000,000.00","$278,019,771.00",R
347,Who Framed Roger Rabbit (1988),1988,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,Walt Disney Studios Motion Pictures,"$156,452,370.00","$173,351,588.00","$329,803,958.00",PG
348,What Lies Beneath (2000),2000,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,DreamWorks Distribution,"$155,464,351.00","$135,956,000.00","$291,420,351.00",PG-13
349,X-Men: Apocalypse (2016),2016,"In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.",Twentieth Century Fox,"$155,442,489.00","$388,491,616.00","$543,934,105.00",PG-13
350,The Mummy (1999),1999,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.",Universal Pictures,"$155,385,488.00","$260,547,918.00","$415,933,406.00",PG-13
351,Snow White and the Huntsman (2012),2012,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",Universal Pictures,"$155,332,381.00","$241,260,448.00","$396,592,829.00",PG-13
352,San Andreas (2015),2015,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",Warner Bros.,"$155,190,832.00","$318,818,322.00","$474,009,154.00",PG-13
353,Fast & Furious (2009),2009,"Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.",Universal Pictures,"$155,064,265.00","$205,302,605.00","$360,366,870.00",PG-13
354,Over the Hedge (2006),2006,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.",DreamWorks,"$155,019,340.00","$184,776,550.00","$339,795,890.00",PG
355,Fantastic Four (2005),2005,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",Twentieth Century Fox,"$154,696,080.00","$178,839,854.00","$333,535,934.00",PG-13
356,Horton Hears a Who! (2008),2008,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,Twentieth Century Fox,"$154,529,439.00","$144,043,360.00","$298,572,799.00",PG
357,Mad Max: Fury Road (2015),2015,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",Warner Bros.,"$154,058,340.00","$221,600,410.00","$375,658,750.00",R
358,Jerry Maguire (1996),1996,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.",Sony Pictures Entertainment (SPE),"$153,952,592.00","$119,600,000.00","$273,552,592.00",R
359,Trolls (2016),2016,"After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.",Twentieth Century Fox,"$153,707,064.00","$193,157,822.00","$346,864,886.00",PG
360,Scooby-Doo (2002),2002,"After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on.",Warner Bros.,"$153,294,164.00","$122,356,539.00","$275,650,703.00",PG
361,Cars 3 (2017),2017,Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.,Walt Disney Studios Motion Pictures,"$152,901,115.00","$231,029,541.00","$383,930,656.00",PG
362,Sex and the City (2008),2008,A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,Warner Bros.,"$152,647,258.00","$266,118,261.00","$418,765,519.00",R
363,Runaway Bride (1999),1999,A reporter is assigned to write a story about a woman who has left a string of fiancés at the altar.,Paramount Pictures,"$152,257,509.00","$157,202,783.00","$309,460,292.00",PG
364,La La Land (2016),2016,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",Lionsgate,"$151,101,803.00","$297,805,062.00","$448,906,865.00",PG-13
365,Divergent (2014),2014,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",Lionsgate,"$150,947,895.00","$137,937,923.00","$288,885,818.00",PG-13
366,We're the Millers (2013),2013,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,Warner Bros.,"$150,394,119.00","$119,600,000.00","$269,994,119.00",R
367,Terminator 3: Rise of the Machines (2003),2003,A machine from a post-apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack.,Warner Bros.,"$150,371,112.00","$283,000,000.00","$433,371,112.00",R
368,Daddy's Home (2015),2015,"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.",Paramount Pictures,"$150,357,137.00","$92,429,000.00","$242,786,137.00",PG
369,G.I. Joe: The Rise of Cobra (2009),2009,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",Paramount Pictures,"$150,201,498.00","$152,267,519.00","$302,469,017.00",PG-13
370,Neighbors (2014),2014,"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",Universal Pictures,"$150,157,400.00","$120,507,734.00","$270,665,134.00",R
